chr	start	stop	pos	iteration
21	16377686	16378167	16377987	2
2	156582820	156583661	156583056	2
4	14269048	14270009	14269512	2
7	114999315	114999916	114999747	2
5	90903413	90904014	90903619	2
14	57354939	57355900	57355522	2
7	9544985	9545706	9545496	2
6	111686447	111686567	111686502	2
3	61796433	61797034	61796827	2
9	131073113	131073353	131073197	2
X	147678864	147679105	147678947	2
3	137125574	137125935	137125894	2
2	162236916	162237517	162237472	2
2	67052145	67052986	67052385	2
7	150643701	150644173	150644050	2
7	114062766	114063487	114063235	2
6	98074568	98075409	98074989	2
2	44907440	44908716	44908094	2
5	158148230	158148951	158148635	2
2	105697143	105698224	105697590	2
15	37369862	37370384	37370368	2
4	182284530	182285011	182284927	2
5	172176943	172177544	172177063	2
15	53266483	53266964	53266622	2
1	88180701	88181542	88181325	2
18	19928321	19928682	19928537	2
9	129719474	129719835	129719566	2
2	25517494	25518095	25517965	2
17	35039403	35039884	35039651	2
14	80861166	80861647	80861370	2
14	36581623	36582464	36582047	2
13	37597229	37597470	37597366	2
3	63898188	63898926	63898334	3
5	92951233	92951954	92951312	3
3	138946869	138947470	138946892	3
13	79286966	79288007	79287245	3
8	29970931	29971532	29971018	3
10	35660393	35660958	35660645	3
4	187621391	187621752	187621593	3
2	220715994	220717336	220716523	3
8	100714470	100715191	100715089	3
2	196552237	196552838	196552555	3
X	24946040	24947081	24946730	3
15	36948656	36949137	36948908	3
2	174517939	174518540	174518449	3
7	140206817	140207058	140206995	3
2	148208758	148209239	148208856	3
9	128656746	128657347	128656803	3
6	101059938	101060419	101059979	3
5	166088033	166088623	166088545	3
8	106351203	106351924	106351587	3
5	92581919	92582520	92582074	3
6	9563869	9564470	9564399	3
9	134393552	134393937	134393757	3
22	43301797	43302038	43301953	3
18	22165329	22165690	22165589	3
1	32048705	32049238	32049156	3
16	53725946	53727655	53727586	3
1	169910895	169913056	169910964	3
9	101760898	101761379	101761361	3
6	38337996	38338597	38338253	3
1	63538156	63538877	63538179	3
6	159139060	159139300	159139145	3
20	52532083	52532444	52532423	3
4	141073973	141075264	141074311	3
2	147085040	147085641	147085163	3
9	84298085	84298446	84298252	3
19	31068499	31068980	31068696	3
8	106759565	106760046	106759867	3
5	88550198	88550439	88550239	3
1	230979070	230979670	230979663	3
14	29821281	29822002	29821427	3
10	126835201	126835322	126835218	3
6	13426419	13427020	13426874	3
4	174454011	174454132	174454105	3
4	8396287	8396527	8396410	3
15	36181459	36182060	36181574	3
9	14119118	14119239	14119191	3
13	78975895	78977456	78976971	3
20	33300612	33301093	33301082	3
8	93071597	93072078	93071649	3
7	101565928	101566529	101566311	3
5	93230121	93231082	93230962	3
5	107669859	107670580	107670191	3
9	128408945	128409666	128409199	3
2	59108101	59108582	59108331	3
16	52613014	52613495	52613349	3
7	100433737	100434338	100434004	3
2	164911201	164911682	164911370	3
5	67840030	67840751	67840605	3
14	36581623	36582464	36582187	3
12	23343147	23343988	23343355	3
1	87670031	87670752	87670333	3
16	72981184	72982625	72981667	3
X	125419209	125419930	125419817	3
16	30933860	30934340	30934109	3
3	62405725	62408143	62408094	3
13	79254301	79254782	79254477	3
14	57474080	57478150	57475052	3
10	3851487	3851848	3851676	3
4	183723024	183723505	183723312	3
11	8227733	8229414	8227901	3
4	112036691	112037292	112037219	3
6	97913844	97914685	97914299	3
8	66402154	66402755	66402304	3
10	119772546	119773147	119772588	3
4	141555041	141555401	141555400	3
8	93370839	93371320	93370904	3
3	137067552	137068993	137068060	3
18	36891275	36891979	36891915	3
1	87990305	87991026	87990567	3
15	67202935	67203536	67203417	3
1	39248692	39250133	39249499	3
9	128726091	128726692	128726545	3
1	156051281	156051807	156051687	3
2	66499860	66500341	66499887	3
6	75904484	75904724	75904718	3
1	214003107	214003708	214003399	3
5	106055990	106056591	106056304	3
14	36971874	36972355	36972195	3
4	85245548	85246629	85246291	3
21	16779395	16779996	16779754	3
4	184944130	184944731	184944380	3
11	108836741	108836982	108836826	3
1	41940636	41941237	41941159	3
13	95313779	95315534	95314365	3
12	122240234	122241075	122240821	3
15	37019631	37019992	37019649	3
14	68710948	68711549	68711215	3
19	30810312	30810793	30810375	3
9	94660131	94660492	94660190	3
7	121976879	121977480	121977004	3
14	54096947	54097548	54097098	3
3	71295651	71296252	71296098	3
20	51900741	51901222	51900838	3
7	51424123	51424688	51424664	3
10	78011638	78012479	78011679	3
5	123145234	123145835	123145644	3
8	116519216	116519897	116519425	3
12	14537782	14538383	14537792	3
6	98831904	98832505	98832283	3
15	37047109	37048070	37047789	3
8	77611907	77612268	77612171	3
17	35559091	35559572	35559287	3
9	37251258	37252339	37251540	3
4	47832935	47833176	47833152	3
2	60854948	60856869	60855879	3
1	66911300	66911661	66911638	3
16	53695855	53696576	53695900	3
12	106500918	106501519	106501420	3
1	38494852	38495333	38494950	3
5	163435701	163436422	163436176	3
11	16213421	16214142	16213767	3
2	8755496	8755857	8755750	3
14	55242123	55242724	55242276	3
14	34444751	34445352	34444890	3
6	50028779	50029020	50028988	3
18	36024517	36025358	36024885	3
7	26880879	26881567	26881545	3
20	41774380	41774981	41774708	3
11	8225979	8226700	8226114	3
12	66068856	66069337	66069278	3
22	46749623	46749773	46749718	3
7	69897387	69898228	69897414	3
8	77690379	77691839	77690804	3
8	106607393	106607514	106607449	3
5	167537807	167538288	167537943	3
3	18481749	18482350	18482018	3
5	92314844	92316165	92315587	3
16	22094949	22095069	22094989	3
16	52613014	52613495	52613356	3
1	63665129	63666926	63665452	3
3	114094389	114095083	114095077	3
14	29365044	29366125	29366046	3
7	122078326	122078576	122078479	3
1	10575117	10575598	10575497	3
10	104046084	104046565	104046192	3
14	77404519	77404760	77404581	3
1	51025019	51025740	51025728	3
10	117950503	117950984	117950568	3
10	82038093	82038694	82038210	3
18	22648547	22649268	22648770	3
6	98719653	98720614	98720174	3
8	37238146	37238627	37238356	3
5	94227512	94228233	94227586	3
3	42084501	42084742	42084546	3
21	17960725	17961390	17961252	3
5	95192891	95193372	95193092	3
18	72508447	72509528	72509167	3
22	38428884	38429081	38428970	3
19	1251298	1251928	1251397	3
5	158188353	158189074	158188572	3
18	54168548	54168789	54168647	3
11	62320772	62321373	62321281	3
6	85158962	85159323	85159131	3
3	55278174	55278775	55278528	3
8	2000114	2000473	2000469	3
13	43872453	43872693	43872520	3
8	93894475	93894956	93894771	3
6	90744067	90744668	90744554	3
11	3832421	3832691	3832506	3
7	25533541	25534080	25534044	3
12	49627356	49627957	49627408	3
9	82174378	82175099	82174596	3
3	46030619	46031220	46030713	3
19	32712151	32712872	32712312	3
14	54280809	54281410	54281224	3
5	163253022	163253863	163253554	3
3	119132646	119135166	119134422	3
18	36920908	36921509	36921296	3
9	139000491	139000852	139000732	3
6	164169166	164169527	164169342	3
2	47260917	47261278	47261011	3
9	134394163	134394403	134394234	3
4	186058479	186059080	186058916	3
8	66321715	66322316	66321886	3
6	38087200	38087681	38087562	3
6	164385278	164385759	164385747	3
17	59227068	59227909	59227320	3
9	35727523	35728124	35727986	3
4	178902703	178903304	178902861	3
3	71097927	71098528	71098315	3
1	61709722	61710203	61709962	3
4	154143723	154144324	154144054	3
5	88219973	88220454	88220106	3
18	22868432	22868913	22868452	3
18	38268195	38269036	38268298	3
6	163720166	163720647	163720421	3
15	63138108	63138229	63138143	3
2	60121397	60121638	60121554	3
3	5027698	5028299	5028034	3
11	31685252	31686901	31685399	3
20	30399724	30400085	30399795	3
15	70391476	70392690	70392022	3
12	67127567	67128648	67128450	3
2	58186512	58186993	58186777	3
2	58946491	58946972	58946682	3
1	63914351	63915072	63914731	3
2	164450049	164451850	164450624	3
17	46319407	46320128	46319758	3
4	174439523	174440124	174440061	3
4	23891493	23891613	23891597	3
2	199227151	199227992	199227566	3
2	62520494	62521095	62520567	3
4	183634342	183634703	183634646	3
2	145552317	145552438	145552350	3
15	62016400	62016881	62016811	3
9	8525813	8526174	8525834	3
8	53086374	53087215	53086853	3
8	223890	224433	224025	3
1	77175220	77175701	77175670	3
15	63116137	63116257	63116190	3
10	72269689	72270170	72269865	3
1	234747500	234748101	234748030	3
12	123351608	123352208	123351904	3
17	7359036	7359306	7359254	3
18	38268195	38269036	38268441	3
3	115568926	115569527	115569421	3
13	111041022	111041623	111041469	3
10	97236683	97237284	97236838	3
11	2912172	2912773	2912175	3
1	235021475	235022076	235022056	3
15	37216061	37216542	37216493	3
6	108439994	108440595	108440076	3
1	91166897	91167858	91167339	3
4	25089384	25089505	25089478	3
9	128303786	128304627	128304191	3
2	236826235	236826596	236826450	3
13	80356727	80357328	80356882	3
16	49686571	49687052	49687040	3
9	127058933	127059414	127058953	3
2	50840339	50840700	50840682	3
4	47832935	47833176	47833082	3
3	125726874	125727115	125727009	3
2	18661105	18661706	18661445	3
5	163435701	163436422	163435932	3
9	85283518	85284119	85283922	3
10	76514513	76514754	76514660	3
2	199626426	199627027	199626789	3
14	29824439	29825040	29824554	3
2	60121397	60121638	60121410	3
1	216736390	216736871	216736503	3
1	201693714	201694195	201694123	3
16	84122362	84122843	84122658	3
14	27509768	27510369	27509872	3
6	110863991	110864112	110864087	3
X	24894247	24896159	24894450	3
6	17033533	17034134	17033785	3
15	74870801	74871042	74870961	3
3	180970347	180971188	180971078	3
13	79572548	79573389	79573314	3
10	44316692	44317293	44317119	3
14	55073473	55074074	55073684	3
9	79416792	79417537	79417249	3
3	180441072	180441673	180441291	3
15	71457001	71457795	71457662	3
15	76957940	76958136	76958045	3
2	165288859	165289580	165289275	3
17	17744219	17744580	17744299	3
2	60875211	60875692	60875514	3
11	118492363	118492964	118492377	3
8	65138416	65139017	65139014	3
19	30761189	30761914	30761323	3
20	20243566	20243806	20243663	3
13	72360983	72361464	72361341	3
2	145162346	145162616	145162592	3
16	51491710	51491951	51491899	3
2	59253233	59253834	59253369	3
12	23566813	23567414	23567151	3
2	227659665	227663457	227661897	3
9	84308517	84309118	84308585	3
2	157607132	157607253	157607207	3
16	86900372	86900733	86900411	3
18	42323212	42325093	42324690	3
2	211469777	211470017	211469785	3
11	13461336	13462057	13461406	3
19	31806425	31807026	31806608	3
7	115451807	115454128	115452894	3
1	63394415	63395016	63394828	3
3	140796308	140796909	140796565	3
7	69758990	69759711	69759610	3
2	25517494	25518095	25517739	3
2	73397879	73398360	73398088	3
9	127580877	127581478	127581188	3
14	97319161	97319516	97319352	3
2	174324178	174324779	174324287	3
13	95358201	95360087	95359685	3
12	24359061	24359542	24359433	3
13	78867271	78867752	78867657	3
17	54447706	54448307	54448044	3
2	66801639	66802000	66801841	3
X	31441515	31442116	31441625	3
5	171093346	171093467	171093443	3
8	93517474	93517835	93517565	3
13	51102047	51102648	51102083	3
2	157899715	157900796	157900275	3
14	95538527	95539368	95539075	3
6	18536539	18538220	18536988	3
10	102331137	102331498	102331366	3
11	114042717	114042958	114042891	3
14	89652720	89653321	89652986	3
5	118673982	118674343	118674104	3
15	71457001	71457795	71457483	3
15	36889015	36889496	36889020	3
2	145261959	145262680	145262526	3
7	115318984	115320488	115320296	3
6	35205586	35206156	35205787	3
2	70368664	70369145	70368736	3
9	14271305	14271666	14271519	3
2	60875211	60875692	60875412	3
5	134285455	134286713	134285620	3
2	165054674	165055755	165055313	3
1	45002252	45002853	45002303	3
13	35772483	35774524	35773270	3
1	38819469	38820190	38819493	3
6	158464259	158464870	158464278	3
10	131642886	131644207	131642982	3
14	33844387	33844868	33844500	3
15	37669373	37670094	37669439	3
18	2855882	2856003	2855998	3
7	114763434	114763915	114763655	3
14	33844387	33844868	33844834	3
5	164259440	164260161	164259756	3
3	42084501	42084742	42084576	3
5	79488094	79488215	79488109	3
8	65611590	65612191	65611952	3
14	34778558	34779399	34778611	3
4	146655898	146656499	146656049	3
7	26956167	26956888	26956742	3
15	93421603	93422084	93422052	3
7	69952220	69952941	69952525	3
5	170695920	170696641	170696545	3
10	8963298	8963899	8963669	3
10	78156433	78158834	78157913	3
14	36924144	36924625	36924265	3
19	32125062	32125543	32125117	3
4	182612873	182613474	182613437	3
8	66321715	66322316	66322196	3
6	85256253	85256854	85256691	3
2	45677828	45678429	45678306	3
4	152245748	152246349	152246316	3
3	62361631	62362112	62362033	3
X	18643187	18643427	18643423	3
10	78868194	78868344	78868320	3
5	172564450	172565511	172564570	3
4	182846100	182846821	182846710	3
2	162104805	162105434	162104996	3
8	77493236	77494197	77494176	3
5	51150143	51150744	51150740	3
3	18444245	18444966	18444787	3
19	30746951	30748752	30747203	3
10	50230680	50231281	50231029	3
6	94755331	94755932	94755471	3
10	75208374	75208494	75208379	3
9	37324052	37325253	37324667	3
5	151043601	151043921	151043729	3
8	61705355	61705716	61705514	3
9	13750035	13751476	13751137	3
6	98362361	98363729	98362933	3
2	164870614	164871283	164871070	3
3	137186216	137186937	137186891	3
3	180956953	180957554	180957495	3
4	80086014	80086495	80086332	3
8	17533751	17533871	17533775	3
20	36711984	36712585	36712457	3
2	174744684	174745045	174745024	3
8	35383169	35383289	35383268	3
6	129905074	129905314	129905252	3
1	51006140	51006861	51006444	3
12	70731110	70731350	70731297	3
22	36764579	36764700	36764691	3
10	77469649	77470370	77470278	3
9	81483505	81483626	81483570	3
10	103266529	103268090	103266719	3
15	79529454	79529574	79529534	3
6	100973845	100974326	100974187	3
14	55696321	55696441	55696385	3
2	60761702	60762663	60761909	3
17	48939496	48941385	48940038	3
2	144068820	144069421	144069011	3
12	16761772	16762493	16762109	3
X	18653002	18653603	18653034	3
2	85997519	85998240	85998168	3
5	3512054	3513495	3513367	3
1	71934131	71934732	71934630	3
2	145278455	145279176	145278799	3
8	77754828	77755068	77754940	3
13	33700147	33700417	33700341	3
7	95877465	95878186	95877841	3
5	36996523	36997124	36996719	3
15	65054499	65055571	65054790	3
9	76184090	76184571	76184537	3
9	112888002	112888603	112888502	3
12	59460073	59461687	59460278	3
X	28606805	28607526	28607064	3
2	176355055	176355656	176355649	3
20	52532083	52532444	52532188	3
18	45038672	45039153	45039148	3
9	126551530	126552011	126551590	3
10	98755134	98755787	98755539	3
1	109240318	109240919	109240367	3
1	51043569	51044050	51043682	3
5	51338925	51340395	51338952	3
14	89647037	89647257	89647108	3
2	63268355	63269076	63268663	3
2	145961236	145961837	145961789	3
14	33294939	33295780	33295278	3
5	92427099	92427700	92427140	3
5	94219645	94220435	94220294	3
2	176227094	176228055	176227125	3
3	71154355	71154836	71154747	3
16	52299310	52300031	52299912	3
10	131400832	131402393	131401530	3
14	29232718	29233559	29232861	3
4	85400208	85400809	85400655	3
1	145541798	145541918	145541811	3
2	67545880	67546572	67546222	3
17	30049383	30049864	30049768	3
9	37241227	37241828	37241407	3
15	39920138	39920499	39920190	3
2	156756021	156756622	156756615	3
2	85968462	85969063	85968954	3
13	53423249	53423970	53423631	3
19	31808815	31809731	31809472	3
1	234635645	234635766	234635693	3
6	98179737	98180218	98179742	3
5	157734872	157735593	157735509	3
16	52792029	52793110	52792785	3
6	94755331	94755932	94755877	3
1	216356717	216357318	216356932	3
6	6749849	6750450	6750183	3
2	156589448	156590409	156589988	3
13	72360983	72361464	72361079	3
8	77611907	77612268	77612060	3
1	88040704	88041305	88041176	3
2	232253943	232254064	232254057	3
17	46646201	46646746	46646318	3
4	4523266	4523987	4523611	3
11	114718478	114718839	114718526	3
5	166840658	166841139	166840838	3
2	58696073	58696914	58696242	3
10	130112874	130113355	130113133	3
3	60301754	60302235	60301924	3
16	53715170	53716011	53715821	3
15	82664502	82665102	82664677	3
15	65379796	65380349	65380236	4
7	44296898	44297499	44297476	4
1	87643119	87643720	87643389	4
8	77601157	77601965	77601388	4
15	38110241	38110842	38110477	4
7	47420466	47420587	47420494	4
1	200048295	200048896	200048630	4
10	72342998	72343239	72343062	4
9	129198308	129200829	129198659	4
3	12967873	12968474	12968063	4
4	81076506	81076987	81076648	4
16	58068145	58068506	58068223	4
2	97572171	97572772	97572185	4
1	164619971	164621172	164620395	4
18	39465949	39466670	39466081	4
18	37679700	37679941	37679845	4
20	13347581	13348302	13347966	4
8	64124665	64125386	64124797	4
2	63240489	63241570	63241384	4
1	115906350	115906951	115906516	4
9	13939473	13940434	13940246	4
6	140207900	140208501	140208242	4
2	30929169	30929770	30929344	4
18	19928321	19928682	19928511	4
3	169313004	169313725	169313244	4
11	125244013	125244614	125244323	4
2	189433903	189434143	189433919	4
2	55346919	55347520	55347024	4
10	63818967	63819783	63819776	4
14	68773693	68774534	68773992	4
1	202016512	202016753	202016555	4
9	22356928	22357649	22357545	4
1	44502276	44502397	44502284	4
1	91305482	91307288	91307184	4
17	47799848	47799968	47799967	4
18	36544626	36545347	36544639	4
15	93362369	93362970	93362716	4
1	209988985	209989903	209989203	4
2	199227151	199227992	199227590	4
15	37402382	37402502	37402395	4
11	126230806	126231047	126231023	4
10	130493084	130493445	130493227	4
15	36130679	36131400	36130757	4
11	133822184	133822425	133822356	4
15	36787634	36788115	36787695	4
5	87692048	87693369	87692161	4
15	97602488	97603209	97602597	4
1	91032837	91033318	91033118	4
3	62405725	62408143	62405841	4
19	30664404	30664645	30664569	4
3	62519995	62520476	62520093	4
5	77506764	77507365	77507217	4
11	16425521	16427029	16426553	4
15	63189940	63190301	63190052	4
14	94441545	94442146	94441706	4
12	94076842	94077443	94077237	4
15	62016400	62016881	62016766	4
2	44995944	44996545	44996043	4
10	2529638	2530239	2530179	4
5	22683094	22683575	22683344	4
11	114795717	114796198	114795891	4
20	25291097	25291652	25291316	4
15	37669373	37670094	37669767	4
2	66926836	66927677	66927102	4
19	47613677	47614278	47613961	4
10	22675665	22675905	22675819	4
10	77716976	77717618	77716979	4
1	88740917	88741398	88741118	4
7	101587933	101588054	101587986	4
21	17950894	17953775	17952340	4
3	71218295	71218776	71218457	4
1	216894155	216894996	216894768	4
2	63240489	63241570	63241310	4
3	138100753	138101114	138100783	4
7	115423247	115423728	115423681	4
5	92314844	92316165	92315974	4
1	47040595	47041712	47040692	4
3	71499923	71500644	71500109	4
13	71519629	71520350	71519682	4
5	88238535	88239256	88238638	4
2	144563237	144563838	144563534	4
7	90743499	90744100	90743881	4
5	76937424	76937905	76937810	4
7	114299388	114299737	114299466	4
7	115372021	115372622	115372408	4
5	126256849	126257450	126257027	4
1	203524498	203524979	203524623	4
14	30001345	30001826	30001519	4
1	243507454	243507694	243507533	4
2	59661702	59662543	59661977	4
1	82664783	82665384	82664930	4
1	38494852	38495333	38495311	4
3	42056469	42056950	42056663	4
17	36577174	36577716	36577631	4
3	146959390	146959871	146959475	4
10	131496841	131497442	131497086	4
18	30708694	30709655	30709249	4
2	70452234	70452835	70452458	4
5	107669859	107670580	107670058	4
1	118616473	118616593	118616523	4
11	118050638	118051239	118050826	4
8	77493236	77494197	77493291	4
6	90925702	90926303	90925998	4
14	68631323	68631924	68631763	4
2	182479688	182480289	182479815	4
6	79656389	79656629	79656572	4
22	36724797	36725278	36725189	4
1	10593189	10594150	10593549	4
12	54735970	54736090	54736011	4
19	6217845	6218379	6217925	4
14	90848870	90849471	90849167	4
5	145438760	145438881	145438832	4
X	71601435	71602156	71601500	4
3	183346883	183347364	183347074	4
12	54723648	54724369	54724165	4
7	9073503	9074077	9073892	4
17	46384341	46385287	46385142	4
11	114718478	114718839	114718772	4
5	167304265	167304866	167304704	4
16	52494190	52495031	52494219	4
15	74450045	74450646	74450568	4
14	57354939	57355900	57355272	4
10	3954981	3955102	3955021	4
3	128086348	128086589	128086353	4
3	71499923	71500644	71500225	4
6	45847226	45849245	45847826	4
2	205785326	205786047	205785823	4
13	36088887	36089488	36089041	4
14	29226524	29227125	29227049	4
17	46328207	46328688	46328219	4
2	58934537	58935138	58934731	4
5	158397044	158397645	158397190	4
17	77787860	77788422	77787898	4
2	65914878	65915599	65915261	4
9	23842771	23843252	23843084	4
3	126464433	126465034	126464500	4
4	151549130	151549851	151549646	4
3	168958237	168963038	168962230	4
12	3243243	3243484	3243450	4
15	67687554	67687944	67687816	4
12	16841311	16841843	16841495	4
13	72405821	72406422	72406298	4
6	144294013	144294614	144294279	4
10	3822209	3822479	3822308	4
7	158890300	158890541	158890447	4
1	155944949	155945550	155945060	4
2	144692196	144692917	144692251	4
9	37251258	37252339	37252292	4
2	144442032	144443551	144443188	4
16	26226452	26226933	26226749	4
16	78710387	78710868	78710653	4
1	88180701	88181542	88181003	4
2	33700994	33701595	33701141	4
19	30550863	30551704	30551101	4
5	89136688	89137169	89136692	4
17	35077898	35078499	35077965	4
2	145278455	145279176	145278517	4
16	10319847	10320808	10320451	4
9	3400955	3402636	3401927	4
1	2067387	2067748	2067497	4
8	42355916	42356517	42356098	4
9	131674777	131675378	131675245	4
6	98831904	98832505	98832229	4
12	67127030	67127151	67127119	4
3	114142936	114143537	114143278	4
9	25570675	25571276	25571201	4
9	134545569	134545810	134545652	4
7	28942848	28943089	28942921	4
2	159779302	159780383	159780147	4
13	72300750	72303031	72301295	4
4	24304940	24305421	24305378	4
14	29552325	29552926	29552808	4
15	40390181	40390782	40390544	4
3	146535085	146535686	146535673	4
3	157472132	157472853	157472171	4
X	39512959	39513560	39512997	4
2	145889286	145890127	145889548	4
X	139674469	139675430	139674948	4
15	37891122	37891723	37891466	4
6	140208772	140211293	140210096	4
12	25538551	25538912	25538886	4
14	69203095	69203696	69203311	4
12	81242005	81242125	81242080	4
3	17592581	17593422	17592651	4
8	72332232	72332685	72332406	4
5	87951593	87952674	87952079	4
15	51463456	51464057	51463858	4
11	9385423	9385901	9385590	4
11	16037351	16039243	16038109	4
18	22617915	22618396	22618391	4
18	35178392	35179113	35178862	4
13	51825520	51826626	51826227	4
8	78643711	78644323	78644079	4
2	144360908	144361389	144360987	4
5	94146960	94147561	94147402	4
2	68081304	68081905	68081644	4
3	181861337	181861818	181861625	4
1	63538156	63538877	63538242	4
2	146057568	146058289	146057771	4
11	46121591	46122197	46121979	4
18	44349006	44349247	44349125	4
19	30462686	30463190	30462768	4
4	12899450	12900051	12899856	4
5	106404432	106405033	106404781	4
14	23536571	23536932	23536673	4
1	97062709	97063310	97062843	4
5	91700643	91701244	91700757	4
5	126256849	126257450	126257030	4
X	81464146	81465107	81464371	4
14	33844387	33844868	33844822	4
3	70114999	70115960	70115289	4
1	44693890	44694371	44694083	4
13	67162159	67162640	67162429	4
2	177906770	177907491	177907211	4
6	98333067	98334548	98333525	4
10	78499467	78499948	78499778	4
X	148395125	148395606	148395391	4
3	114140024	114140505	114140502	4
2	44806223	44806824	44806482	4
2	119038574	119039175	119038735	4
12	71849987	71850468	71850205	4
1	112859814	112860295	112859883	4
14	33499233	33499954	33499628	4
5	171093346	171093467	171093445	4
X	122604609	122605210	122604643	4
3	55552482	55552963	55552749	4
15	78497270	78497631	78497545	4
X	132546249	132546730	132546279	4
9	84784955	84785436	84784995	4
5	170702039	170702776	170702437	4
3	181135355	181136076	181135517	4
3	71048832	71049313	71049151	4
16	10319847	10320808	10320297	4
5	90963650	90964371	90964234	4
8	106430756	106431089	106430929	4
2	147133994	147134715	147134616	4
2	28817394	28817995	28817449	4
5	81643067	81643668	81643505	4
3	186666404	186667005	186666672	4
11	57825697	57826298	57825821	4
9	135929744	135930564	135930311	4
6	99425007	99426808	99426448	4
1	202016164	202016285	202016188	4
9	134393552	134393937	134393641	4
5	90786058	90786779	90786377	4
1	95777264	95777865	95777657	4
5	134280282	134280883	134280330	4
18	34719273	34720474	34719879	4
14	73957784	73959858	73957833	4
14	28819820	28820181	28820179	4
2	49280128	49280729	49280260	4
9	113925265	113927546	113927095	4
16	72835578	72836443	72835849	4
13	101112992	101113473	101113404	4
18	54037461	54038062	54037708	4
17	48180417	48180538	48180425	4
18	72926479	72927080	72926976	4
6	20867600	20869521	20868770	4
6	108601428	108601968	108601926	4
6	44988265	44989044	44988985	4
13	71901372	71901973	71901559	4
13	79348056	79348657	79348287	4
3	62424663	62425264	62424933	4
10	77622671	77623152	77622749	4
4	113444327	113444928	113444416	4
8	133527870	133528111	133527972	4
19	4077947	4078188	4077982	4
11	115188220	115188701	115188346	4
7	114381623	114382584	114381624	4
16	3057697	3058298	3057713	4
18	56223968	56224569	56224271	4
18	3029073	3029674	3029493	4
1	217016641	217017362	217016938	4
17	37860998	37861119	37861086	4
1	96929182	96929423	96929220	4
7	90778150	90780911	90779282	4
11	15624196	15625037	15624379	4
4	140685756	140686117	140685844	4
11	114795717	114796198	114795794	4
15	37348042	37348763	37348395	4
15	63167520	63168121	63167591	4
1	44717871	44718472	44718409	4
10	21808689	21809530	21808946	4
5	172590705	172590945	172590745	4
7	70031626	70032347	70031787	4
1	218222866	218223587	218223021	4
18	23559127	23559848	23559513	4
8	77363499	77363860	77363576	4
3	82052256	82052497	82052319	4
6	131932299	131932900	131932640	4
14	61388478	61389079	61388595	4
16	74308668	74309149	74308683	4
2	59304140	59306939	59305880	4
9	128640293	128641134	128640355	4
1	234680890	234681251	234680975	4
14	54280809	54281410	54280827	4
7	5735372	5735973	5735574	4
8	17465476	17466077	17465889	4
1	105729604	105730085	105729633	4
2	66688946	66689861	66689202	4
5	88360386	88361107	88360780	4
15	96007621	96008342	96007724	4
13	80327737	80328338	80328056	4
5	138752031	138752578	138752378	4
14	34068355	34068956	34068475	4
14	33115676	33116277	33116276	4
13	73107733	73108214	73108099	4
16	73129244	73129725	73129705	4
3	114037453	114038338	114037989	4
18	72362995	72364076	72363470	4
1	230908575	230909176	230909030	4
16	52420349	52421171	52421075	4
6	51331136	51331857	51331263	4
2	119607165	119607851	119607367	4
11	16878047	16878648	16878528	4
10	78850152	78850968	78850156	4
1	245498364	245498725	245498506	4
7	27432140	27432981	27432949	4
19	31583270	31583751	31583505	4
7	69758990	69759711	69759071	4
4	42150046	42151127	42150894	4
13	29528610	29529091	29528825	4
7	26628627	26629108	26628956	4
5	51724675	51725396	51724869	4
2	157012754	157013355	157012917	4
2	66411409	66411770	66411434	4
9	128224936	128225897	128225479	4
12	117435146	117435627	117435373	4
1	156717424	156718025	156717489	4
2	175207498	175208099	175207800	4
15	99994114	99994235	99994176	4
12	24167764	24168988	24168662	4
21	37056100	37056581	37056206	4
12	22919919	22920520	22920444	4
20	30816041	30816281	30816253	4
11	16366270	16366948	16366449	4
4	8318469	8318590	8318575	4
16	54092752	54093713	54093490	4
2	144550098	144550699	144550524	4
12	109568393	109568874	109568675	4
10	104023977	104024698	104024183	4
11	112655713	112656314	112655904	4
14	33962806	33963348	33962880	4
16	51493753	51494346	51494289	4
8	29970931	29971532	29971311	4
10	77698243	77698844	77698609	4
4	20278423	20278904	20278466	4
8	33416090	33416330	33416126	4
1	203965810	203966291	203966036	4
8	144586495	144586976	144586682	4
1	10851908	10852269	10852077	4
2	177885752	177886233	177886165	4
5	145438760	145438881	145438766	4
18	39502469	39503190	39502819	4
1	49435954	49436435	49436369	4
7	90777099	90777340	90777214	4
9	124360902	124361503	124361361	4
9	128516869	128518442	128517160	4
15	37189192	37189913	37189817	4
14	34130118	34131199	34130909	4
5	149159375	149159856	149159851	4
2	60441403	60442604	60442561	4
19	31806425	31807026	31806939	4
4	83346380	83347306	83347146	4
13	35772156	35772277	35772236	4
18	11851510	11852110	11851720	4
2	105697143	105698224	105697484	4
14	77384845	77385446	77385029	4
1	118616473	118616593	118616533	4
1	97610428	97611809	97611250	4
8	64878899	64879380	64879160	4
4	174572637	174573598	174572738	4
7	21845371	21845972	21845892	4
10	77603977	77604698	77604544	4
20	42795349	42795878	42795350	4
16	53948263	53949944	53948545	4
2	177885752	177886233	177885771	4
9	128524613	128525214	128525035	4
8	64615678	64616279	64616059	4
1	218414463	218415250	218414547	4
2	60147719	60148200	60147862	4
7	122040864	122041585	122040896	4
18	23034850	23035211	23034891	4
1	216136756	216137717	216137124	4
19	5799824	5800065	5799939	4
14	36924144	36924625	36924492	4
10	120181493	120182182	120181686	4
2	60121397	60121638	60121410	4
17	3563060	3564089	3564029	4
